Demarcación,Embalse,Río,Capacidad,Actual,Diferencia s/anterior,Energía disponible,Capacidad energética,Año,Semana
Mino-Sil,"*  Conchas, Las",Limia,80,71,0,30,26,2024,10
Mino-Sil,*  Edrada-Mao,Mao,14,13,0,22,20,2024,10
Mino-Sil,*  Frieira,Miño,44,42,0,1,1,2024,10
Mino-Sil,*  Guístolas,Navea,5,4,0,4,3,2024,10
Mino-Sil,*  Matalavilla,Valseco,65,48,6,115,80,2024,10
Mino-Sil,*  Montefurado,Bibey-Sil,10,10,1,4,4,2024,10
Mino-Sil,"*  Peares, Os",Miño,182,178,0,50,49,2024,10
Mino-Sil,*  Peñarrubia,Sil,13,12,0,5,5,2024,10
Mino-Sil,*  Pías (San Agustín),Bibey,10,8,2,19,14,2024,10
Mino-Sil,"*  Portas, Las",Camba,536,520,4,906,867,2024,10
Mino-Sil,*  Prada,Jares,122,115,4,221,207,2024,10
Mino-Sil,"*  Rozas, Las",Sil,28,21,2,55,40,2024,10
Mino-Sil,*  Salas,Salas,87,59,1,79,53,2024,10
Mino-Sil,*  San. Estevo,Sil,213,198,2,77,70,2024,10
Mino-Sil,*  San Martiño,Sil,10,8,-1,2,2,2024,10
Mino-Sil,*  San Pedro,Sil,6,5,0,1,0,2024,10
Mino-Sil,*  San Sebastián,Bibey,46,31,1,116,79,2024,10
Mino-Sil,*  Santa Eulalia,Jares,10,8,4,7,4,2024,10
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2024,10
Mino-Sil,*  Velle,Miño,17,14,0,1,1,2024,10
Mino-Sil,Vilasouto,Mao,21,19,0,0,0,2024,10
Galicia Costa,*  Barrie de la Maza,Tambre,31,23,0,8,6,2024,10
Galicia Costa,Cecebre,Mero,22,15,1,0,0,2024,10
Galicia Costa,Eiras,Oitavén,22,22,2,0,0,2024,10
Galicia Costa,*  Eume,Eume,123,123,0,54,54,2024,10
Galicia Costa,*  Fervenza,Jallas,103,97,0,112,106,2024,10
Galicia Costa,"Forcadas, As",Forcadas,11,8,0,0,0,2024,10
Galicia Costa,*  Portodemouros,Ulla,297,275,-4,39,35,2024,10
Galicia Costa,"*  Ribeira, A",Eume,33,28,-3,16,14,2024,10
Galicia Costa,Riocobo,Cobo,6,4,0,0,0,2024,10
Galicia Costa,*  Sta Uxia,Jallas,18,17,-1,7,6,2024,10
Galicia Costa,Villagudín,Veduino,18,17,0,0,0,2024,10
Cuencas Internas del País Vasco,Ibai-Eder,Ibai-Eder,11,11,1,0,0,2024,10
Cuencas Internas del País Vasco,Urkulu,Urkulu,10,9,0,0,0,2024,10
Duero,"*  Agavanzal, Nª Sª de",Tera,36,27,0,34,24,2024,10
Duero,Águeda,Águeda,15,15,3,0,0,2024,10
Duero,Aguilar,Pisuerga,247,139,11,66,37,2024,10
Duero,*  Aldeadávila,Duero,114,113,3,35,34,2024,10
Duero,*  Almendra,Tormes,2.649,2.083,119,3.458,2.755,2024,10
Duero,Arlanzón,Arlanzón,22,22,1,4,4,2024,10
Duero,Barrios de Luna,Luna,308,252,14,252,199,2024,10
Duero,*  Burgomillodo,Duratón,14,13,1,6,5,2024,10
Duero,Camporredondo,Carrión,69,63,-1,43,39,2024,10
Duero,Casares de Arbas,Casares,37,21,1,0,0,2024,10
Duero,*  Castro,Duero,27,24,0,14,13,2024,10
Duero,Castro de las Cogotas,Adaja,58,52,1,18,17,2024,10
Duero,*  Cernadilla,Tera,255,191,14,297,213,2024,10
Duero,Cervera,Rivera,10,5,0,3,1,2024,10
Duero,Compuerto,Carrión,95,91,0,42,40,2024,10
Duero,Cuerda del Pozo,Duero,249,215,2,58,55,2024,10
Duero,Irueña,Águeda,110,81,11,0,0,2024,10
Duero,Linares del Arroyo,Riaza,54,50,2,14,12,2024,10
Duero,"Pontón Alto, El",Eresma,7,7,0,0,0,2024,10
Duero,Porma-(Juan Benet),Porma,318,209,9,137,85,2024,10
Duero,*  Puente Porto,Segundera,23,13,0,54,32,2024,10
Duero,*  Rábanos,Duero,8,8,0,3,3,2024,10
Duero,Requejada,Pisuerga,59,11,0,23,4,2024,10
Duero,Riaño,Esla,641,445,20,372,224,2024,10
Duero,*  Ricobayo,Esla,1.145,860,108,945,672,2024,10
Duero,San José,Duero,6,6,0,2,2,2024,10
Duero,Santa Teresa,Tormes,496,414,5,406,333,2024,10
Duero,*  Saucelle,Duero,181,178,0,10,10,2024,10
Duero,Serones,Voltoya,6,6,0,0,0,2024,10
Duero,Úzquiza,Arlanzón,75,62,-1,15,12,2024,10
Duero,*  Valparaíso,Tera,169,156,4,165,151,2024,10
Duero,"*  Vencías, Las",Duratón,5,5,1,2,2,2024,10
Duero,Villagonzalo,Tormes,6,6,0,3,3,2024,10
Duero,*  Villalcampo,Duero,66,62,6,41,38,2024,10
Duero,Villameca,Tuerto,20,17,0,6,5,2024,10
Tajo,Aceña,Aceña,24,19,1,0,0,2024,10
Tajo,*  Alcántara,Tajo,3.160,2.849,24,791,671,2024,10
Tajo,Alcorlo,Bornova,180,104,9,0,0,2024,10
Tajo,*  Almoguera,Tajo,7,6,0,2,2,2024,10
Tajo,"Atance, El",Salado,35,11,1,0,0,2024,10
Tajo,"Atazar, El",Lozoya,426,345,12,0,0,2024,10
Tajo,*  Azután,Tajo,113,71,-6,59,33,2024,10
Tajo,Baños,Baños,41,39,1,0,0,2024,10
Tajo,Beleña,Sorbe,53,39,-2,0,0,2024,10
Tajo,*  Bolarque,Tajo,31,26,-1,15,10,2024,10
Tajo,Borbollon,Árrago,88,70,7,30,23,2024,10
Tajo,Buendía,Guadiela,1.705,478,24,1.515,321,2024,10
Tajo,Burguillo - Puente Nuevo,Alberche,201,153,2,218,144,2024,10
Tajo,Cáceres - Guadiloba,Guadiloba,20,18,1,0,0,2024,10
Tajo,*  Castrejón,Tajo,44,41,0,15,13,2024,10
Tajo,"Castro, El",Algodor,8,3,0,0,0,2024,10
Tajo,Cazalegas,Alberche,7,7,0,0,0,2024,10
Tajo,*  Cedillo,Tajo,260,223,-17,17,13,2024,10
Tajo,Entrepeñas,Tajo,813,403,23,782,326,2024,10
Tajo,Finisterre,Algodor,133,0,0,0,0,2024,10
Tajo,Gabriel y Galán,Alagón,911,737,56,419,288,2024,10
Tajo,Guajaraz,Guajaraz,18,16,0,0,0,2024,10
Tajo,*  Guijo de Granadilla,Alagón,13,11,0,3,2,2024,10
Tajo,"Jarosa, La",La Jarosa,7,5,0,0,0,2024,10
Tajo,Jerte - Plasencia,Jerte,59,40,4,0,0,2024,10
Tajo,*  Molino de Chincha,Guadiela,6,5,-1,4,3,2024,10
Tajo,Navacerrada,Navacerrada,11,8,0,0,0,2024,10
Tajo,Navalcán,Guayerbas,34,32,1,0,0,2024,10
Tajo,Navamuño,Angostura,14,12,0,0,0,2024,10
Tajo,Pálmaces,Cañamares,31,22,1,0,0,2024,10
Tajo,"Pardo, El",Manzanares,43,21,1,0,0,2024,10
Tajo,Picadas,Alberche,15,14,0,9,8,2024,10
Tajo,Pinilla,Lozoya,38,28,0,0,0,2024,10
Tajo,Portaje,Fresnedilla,23,23,0,0,0,2024,10
Tajo,"Portiña, La",Portiña,5,2,0,0,0,2024,10
Tajo,Puentes Viejas,Lozoya,53,47,0,0,0,2024,10
Tajo,Riosequillo,Lozoya,50,44,1,0,0,2024,10
Tajo,Rivera de Gata,Rivera de Gata,49,44,0,0,0,2024,10
Tajo,Rosarito,Tiétar,82,75,6,0,0,2024,10
Tajo,Salor,Salor,14,13,0,0,0,2024,10
Tajo,San Juan,Alberche,138,118,15,104,74,2024,10
Tajo,Santillana,Manzanares,91,85,3,0,0,2024,10
Tajo,"Tajera, La",Tajuña,64,36,4,0,0,2024,10
Tajo,Torcón,Torcón,7,6,0,0,0,2024,10
Tajo,*  Torrejón (Tajo - Tietar),Tiétar,188,158,-11,25,10,2024,10
Tajo,"Vado, El",Jarama,56,49,2,0,0,2024,10
Tajo,*  Valdecañas,Tajo,1.446,1.289,-5,664,557,2024,10
Tajo,Valdeobispo,Alagón,53,50,1,14,13,2024,10
Tajo,Valmayor,Aulencia,124,108,-1,0,0,2024,10
Tajo,"Vellón,El-(Pedrezuela)",Guadalix,41,36,0,0,0,2024,10
Tajo,"Villar, El",Lozoya,23,23,1,0,0,2024,10
Guadiana,"Aguijón, El",Alcarrache,11,11,0,0,0,2024,10
Guadiana,Alange,Matachel,852,114,2,0,0,2024,10
Guadiana,Alcollarín,Alcollarín,52,35,1,0,0,2024,10
Guadiana,Andévalo,Malagón,634,188,2,0,0,2024,10
Guadiana,Boquerón,Rosal,6,6,1,0,0,2024,10
Guadiana,Brovales,Brovales,7,7,0,0,0,2024,10
Guadiana,Búrdalo,Búrdalo,79,33,2,0,0,2024,10
Guadiana,Canchales,Lácara,26,26,0,0,0,2024,10
Guadiana,Cancho del Fresno,Ruecas,15,13,1,0,0,2024,10
Guadiana,Chanza,Chanza,338,167,6,0,0,2024,10
Guadiana,Cijara,Guadiana,1.505,637,67,296,77,2024,10
Guadiana,Cornalbo,Albarregas,3,3,0,0,0,2024,10
Guadiana,Cubilar,Cubilar,6,4,0,0,0,2024,10
Guadiana,El Vicario,Guadiana,32,3,2,0,0,2024,10
Guadiana,García de Sola,Guadiana,554,440,13,38,29,2024,10
Guadiana,Gargáligas,Gargáligas,21,19,2,0,0,2024,10
Guadiana,Gasset,Becea,39,21,2,0,0,2024,10
Guadiana,Horno Tejero,Lácara,24,24,1,0,0,2024,10
Guadiana,La Cabezuela,Jabalón,43,1,0,0,0,2024,10
Guadiana,La Colada,Guadamatilla,58,33,1,0,0,2024,10
Guadiana,La Serena,Zújar,3.219,739,43,421,0,2024,10
Guadiana,Llerena,Conejo,8,1,0,0,0,2024,10
Guadiana,Los Molinos,Matachel,34,7,0,0,0,2024,10
Guadiana,Montijo,Guadiana,11,3,1,0,0,2024,10
Guadiana,Nogales,Nogales,18,15,0,0,0,2024,10
Guadiana,Orellana,Guadiana,808,584,23,20,0,2024,10
Guadiana,Peñarroya,Guadiana,51,37,0,0,0,2024,10
Guadiana,Piedra Aguda,Olivenza,16,16,0,0,0,2024,10
Guadiana,Proserpina,Pardilla,5,5,0,0,0,2024,10
Guadiana,Pto. Vallehermoso,Azuer,7,5,0,0,0,2024,10
Guadiana,Ruecas,Ruecas,42,33,4,0,0,2024,10
Guadiana,Sierra Brava,Pizarroso,233,147,10,0,0,2024,10
Guadiana,Tentudia,Bodión,5,1,0,0,0,2024,10
Guadiana,Torre de Abrahán,Bullaque,183,59,13,0,0,2024,10
Guadiana,Valuengo,Ardila,20,19,0,0,0,2024,10
Guadiana,Vega del Jabalón,Jabalón,34,0,0,0,0,2024,10
Guadiana,Villalba de los Barros,Guadajira,106,50,2,0,0,2024,10
Guadiana,Villar del Rey,Zapatón,131,131,6,0,0,2024,10
Guadiana,Zújar,Zújar,302,92,0,18,1,2024,10
"Tinto, Odiel y Piedras",Corumbel Bajo,Corumbel,19,11,1,0,0,2024,10
"Tinto, Odiel y Piedras",Jarrama,Jarrama,43,39,2,0,0,2024,10
"Tinto, Odiel y Piedras",Los Machos,Piedras,12,12,0,0,0,2024,10
"Tinto, Odiel y Piedras",Odiel,Odiel,8,7,0,0,0,2024,10
"Tinto, Odiel y Piedras",Olivargas,Olivargas,29,29,0,0,0,2024,10
"Tinto, Odiel y Piedras",Piedras,Piedras,60,33,1,0,0,2024,10
"Tinto, Odiel y Piedras",Sancho,Meca,58,48,0,0,0,2024,10
Guadalete-Barbate,Almodóvar,Almodóvar,6,3,1,0,0,2024,10
Guadalete-Barbate,Arcos de la Frontera,Guadalete,14,12,0,0,0,2024,10
Guadalete-Barbate,Barbate,Barbate,228,34,7,0,0,2024,10
Guadalete-Barbate,Bornos,Guadalete,200,37,10,18,3,2024,10
Guadalete-Barbate,Celemín,Celemín,45,10,4,0,0,2024,10
Guadalete-Barbate,Guadalcacín II,Majaceite,800,131,4,0,0,2024,10
Guadalete-Barbate,"Hurones, Los",Majaceite,135,83,14,23,11,2024,10
Guadalete-Barbate,Zahara-El Gastor,Guadalete,223,23,7,0,0,2024,10
Guadalquivir,Agrio (Aznalcollar),Agrio,20,18,0,0,0,2024,10
Guadalquivir,Aguascebas,Aguascebas,6,6,0,0,0,2024,10
Guadalquivir,Aracena,Rivera de Huelva,129,51,4,0,0,2024,10
Guadalquivir,Arenoso,Arenoso,167,55,7,0,0,2024,10
Guadalquivir,Bembézar,Bembézar,328,59,5,53,5,2024,10
Guadalquivir,Bermejales,Cacín,91,16,1,6,5,2024,10
Guadalquivir,"Bolera, La",Guadalentín,54,32,4,0,0,2024,10
Guadalquivir,"Breña II, La",Guadiato,823,137,11,0,0,2024,10
Guadalquivir,*  Cala,Rivera de Cala,59,35,3,21,13,2024,10
Guadalquivir,Canales,Genil,70,40,1,43,33,2024,10
Guadalquivir,Colomera,Colomera,40,5,0,0,0,2024,10
Guadalquivir,Cubillas,Cubillas,14,7,0,0,0,2024,10
Guadalquivir,El Portillo,Castril,31,29,2,0,0,2024,10
Guadalquivir,"Fernandina, La",Guarrizas,247,90,11,0,0,2024,10
Guadalquivir,Francisco Abellán,Fardes,58,11,1,0,0,2024,10
Guadalquivir,Fresneda,Fresneda,19,10,4,0,0,2024,10
Guadalquivir,Gergal,Rivera de Huelva,35,28,-1,0,0,2024,10
Guadalquivir,Giribaile,Guadalimar,491,103,9,0,0,2024,10
Guadalquivir,Guadalén,Guadalén,163,58,21,13,4,2024,10
Guadalquivir,Guadalmellato,Guadalmellato,147,72,11,13,5,2024,10
Guadalquivir,Guadalmena,Guadalmena,345,76,12,86,6,2024,10
Guadalquivir,Huesna,Rivera de Huesna,135,62,4,0,0,2024,10
Guadalquivir,Iznájar,Genil,920,199,11,279,16,2024,10
Guadalquivir,Jándula,Jándula,325,98,14,86,5,2024,10
Guadalquivir,José Torán,Guadalbarcar,101,31,2,0,0,2024,10
Guadalquivir,Martín Gonzalo,Martín Gonzalo,20,7,1,0,0,2024,10
Guadalquivir,"Melonares, Los",Viar,186,107,4,0,0,2024,10
Guadalquivir,"Minilla, La",Rivera de Huelva,58,36,0,0,0,2024,10
Guadalquivir,Montoro,Montoro,105,38,8,0,0,2024,10
Guadalquivir,Negratín,Guadiana Menor,571,130,2,45,4,2024,10
Guadalquivir,"Pintado, El",Viar,215,56,2,77,13,2024,10
Guadalquivir,Puebla de Cazalla,Carbones,63,2,2,0,0,2024,10
Guadalquivir,Puente Nuevo,Guadiato,281,44,4,9,1,2024,10
Guadalquivir,Quéntar,Aguas Blancas,14,11,1,0,0,2024,10
Guadalquivir,Quiebrajano,Quiebrajano,33,8,1,4,3,2024,10
Guadalquivir,Retortillo,Retortillo,61,17,1,2,1,2024,10
Guadalquivir,Rumblar,Rumblar,140,47,11,16,6,2024,10
Guadalquivir,San Clemente,Guardal,117,14,0,0,0,2024,10
Guadalquivir,San Rafael de Navallana,Guadalmellato,156,84,4,0,0,2024,10
Guadalquivir,Sierra Boyera,Guadiato,39,5,1,0,0,2024,10
Guadalquivir,Siles,Guadalimar,30,18,2,0,0,2024,10
Guadalquivir,Torre del Águila,Salado,48,3,1,0,0,2024,10
Guadalquivir,Tranco de Beas,Guadalquivir,506,176,12,175,26,2024,10
Guadalquivir,Vadomojón,Guadajoz,146,20,3,0,0,2024,10
Guadalquivir,Víboras,Víboras,17,7,1,0,0,2024,10
Guadalquivir,Yeguas,Yeguas,229,89,14,29,22,2024,10
Guadalquivir,Zufre,Rivera de Huelva,175,44,3,0,0,2024,10
Cuenca Mediterránea Andaluza,Benínar,Grande de Adra,63,5,0,0,0,2024,10
Cuenca Mediterránea Andaluza,Béznar,Izbor,53,30,1,0,0,2024,10
Cuenca Mediterránea Andaluza,Casasola,Campanillas,22,6,0,0,0,2024,10
Cuenca Mediterránea Andaluza,Charco Redondo,Palmones,82,22,6,0,0,2024,10
Cuenca Mediterránea Andaluza,Concepción,Verde de Marbella,62,18,3,0,0,2024,10
Cuenca Mediterránea Andaluza,Conde Guadalhorce,Turón,66,15,2,5,4,2024,10
Cuenca Mediterránea Andaluza,Cuevas de Almanzora,Almanzora,161,13,-1,0,0,2024,10
Cuenca Mediterránea Andaluza,Guadalhorce-Guadalteba,Gudalhorce-Guadalteba,279,49,2,23,23,2024,10
Cuenca Mediterránea Andaluza,Guadarranque,Guadarranque,88,32,6,0,0,2024,10
Cuenca Mediterránea Andaluza,Limonero,Guadalmedina,22,4,0,0,0,2024,10
Cuenca Mediterránea Andaluza,Rules,Guadalfeo,111,41,1,0,0,2024,10
Cuenca Mediterránea Andaluza,"Viñuela, La",Guaro,165,15,2,0,0,2024,10
Segura,Alfonso XIII,Quípar,22,7,0,4,1,2024,10
Segura,Algeciras,Algeciras,45,5,0,0,0,2024,10
Segura,*  Anchuricas,Segura,6,5,0,4,3,2024,10
Segura,Argos,Argos,10,7,0,2,1,2024,10
Segura,Camarillas,Mundo,36,6,0,8,2,2024,10
Segura,Cenajo,Segura,437,65,-1,103,14,2024,10
Segura,"Cierva, La",Mula,7,4,0,0,0,2024,10
Segura,Crevillente,Rambla de Bosch,13,4,0,0,0,2024,10
Segura,Fuensanta,Segura,210,36,5,45,8,2024,10
Segura,La Pedrera,Dep.Arr.Grande,246,50,0,0,0,2024,10
Segura,Puentes,Guadalentín,26,13,0,0,0,2024,10
Segura,Santomera,Rambla Salada,26,3,0,0,0,2024,10
Segura,Taibilla,Taibilla,9,6,0,2,1,2024,10
Segura,Talave,Mundo,35,11,3,10,3,2024,10
Segura,Valdeinfierno,Alcaide,12,0,0,0,0,2024,10
Júcar,Alarcón,Júcar,1.118,671,17,1.596,962,2024,10
Júcar,Algar,Palancia,6,0,0,0,0,2024,10
Júcar,Amadorio,Amadorio,16,3,0,0,0,2024,10
Júcar,Arenós,Mijares,137,49,0,113,43,2024,10
Júcar,Arquillo de San Blas,Turia,21,18,1,7,6,2024,10
Júcar,Bellús,Albaida,69,17,0,0,0,2024,10
Júcar,Benagéber,Turia,221,134,-1,59,35,2024,10
Júcar,Beniarrés,Serpis,27,7,0,0,0,2024,10
Júcar,Buseo,Sot de Chera,8,1,0,0,0,2024,10
Júcar,Contreras,Cabriel,361,228,1,232,147,2024,10
Júcar,*  Cortes II,Júcar,118,108,2,17,12,2024,10
Júcar,El Naranjero,Júcar,29,18,-1,0,0,2024,10
Júcar,Escalona,Escalona,99,5,0,0,0,2024,10
Júcar,Forata,Magro,37,10,0,0,0,2024,10
Júcar,Guadalest,Guadalest,13,5,0,0,0,2024,10
Júcar,*  La Muela,Júcar,20,14,-1,0,0,2024,10
Júcar,*  La Toba,Júcar,10,9,0,17,16,2024,10
Júcar,Loriguilla,Turia,73,20,0,18,5,2024,10
Júcar,María Cristina,Rambla Viuda,18,1,0,0,0,2024,10
Júcar,Regajo,Palancia,6,2,0,0,0,2024,10
Júcar,Sichar,Mijares,49,6,-1,3,0,2024,10
Júcar,Tous - La Ribera,Júcar,379,113,5,0,0,2024,10
Júcar,Ulldecona,Cenia,11,1,0,0,0,2024,10
Ebro,Albiña,Albiña,5,3,0,3,2,2024,10
Ebro,Alcañiz (Estanca),Guadalope,7,6,0,3,3,2024,10
Ebro,Alloz,Salado,66,58,-2,40,35,2024,10
Ebro,Barasona,Ésera,85,83,1,54,58,2024,10
Ebro,*  Baserca,Noguera-Ribagorzana,22,3,-2,98,14,2024,10
Ebro,Búbal,Gállego,63,53,-2,73,63,2024,10
Ebro,Calanda,Guadalope,54,20,-1,16,6,2024,10
Ebro,*  Camarasa,Noguera-Pallaresa,163,142,0,63,51,2024,10
Ebro,*  Canelles,Noguera-Ribagorzana,679,163,2,395,67,2024,10
Ebro,Cañón de Santolea,Guadalope,82,10,0,9,4,2024,10
Ebro,Caspe,Guadalope,82,40,-1,17,9,2024,10
Ebro,*  Cavallers,Noguera de Tort,16,4,-1,54,13,2024,10
Ebro,*  Certescáns,Certescáns,16,9,0,97,52,2024,10
Ebro,Ciurana,Ciurana,12,0,0,0,0,2024,10
Ebro,Cueva Foradada,Martín,22,14,0,4,2,2024,10
Ebro,Ebro,Ebro,541,201,14,468,169,2024,10
Ebro,*  Enciso,Cidacos,46,9,4,19,4,2024,10
Ebro,*  Escales,Noguera-Ribagorzana,152,76,2,149,70,2024,10
Ebro,Eúgui,Arga,21,16,0,10,8,2024,10
Ebro,González Lacasa,Albercos,33,31,1,20,19,2024,10
Ebro,"Grado, El",Cinca,400,384,4,112,107,2024,10
Ebro,Guiamets,Asmat,10,0,0,0,0,2024,10
Ebro,*  Ip,Barranco de Ip,5,4,0,14,10,2024,10
Ebro,*  Irabia,Irati,14,11,0,17,14,2024,10
Ebro,Itoiz,Irati,417,403,-1,234,265,2024,10
Ebro,Lanuza,Gállego,17,9,-1,34,18,2024,10
Ebro,Las Fitas,Barranco Carnerario,9,3,1,5,2,2024,10
Ebro,Laverné,Barranco Vitale,38,32,3,8,7,2024,10
Ebro,Lechago,Pancrudo,18,7,0,6,2,2024,10
Ebro,*  Llauset,Llauset,17,15,0,49,44,2024,10
Ebro,Loteta (La),Derivación Canal Imperial,104,43,2,30,12,2024,10
Ebro,Maidevera,Aranda,20,8,0,6,3,2024,10
Ebro,Mansilla,Najerilla,68,61,0,62,56,2024,10
Ebro,Mediano,Cinca,435,409,12,267,269,2024,10
Ebro,*  Mequinenza,Ebro,1.373,1.282,63,239,220,2024,10
Ebro,Moneva,Aguas Vivas,8,2,0,2,1,2024,10
Ebro,Monteagudo,Nájima,10,5,0,3,2,2024,10
Ebro,Montearagón,Flumen,52,20,2,12,4,2024,10
Ebro,Nagore,Urrobi,5,5,0,3,3,2024,10
Ebro,Oliana,Segre,84,44,2,57,31,2024,10
Ebro,Pajares,Lumbreras,35,21,2,21,13,2024,10
Ebro,Parras (Las),Martín,5,4,0,1,1,2024,10
Ebro,Pena,Pena,18,9,0,2,2,2024,10
Ebro,"Peña, La",Gállego,15,15,0,10,7,2024,10
Ebro,Puente de Santolea,Guadalope,18,9,1,7,3,2024,10
Ebro,Rialb,Segre,404,127,0,217,72,2024,10
Ebro,*  Ribarroja,Ebro,210,197,15,12,11,2024,10
Ebro,*  Sallente,Flamisell,6,2,-1,25,9,2024,10
Ebro,San Bartolomé,Arba,6,5,0,2,2,2024,10
Ebro,*  San Lorenzo,Segre,10,9,0,4,3,2024,10
Ebro,San Salvador,Arroyo la Clamor,137,136,1,30,30,2024,10
Ebro,Santa Ana,Noguera-Ribagorzana,237,169,5,92,62,2024,10
Ebro,Santa María de Belsué,Flumen,14,1,-1,1,0,2024,10
Ebro,Santolea,Guadalope,5,2,0,12,1,2024,10
Ebro,*  Sistema Aguas Limpias,Aguas Limpias,18,6,0,68,24,2024,10
Ebro,*  Sistema Alto Caldarés,Caldarés,18,4,0,70,17,2024,10
Ebro,*  Sistema Capdella,Flamisell,50,30,0,191,115,2024,10
Ebro,*  Sistema Escarra,Escarra,5,1,0,14,4,2024,10
Ebro,*  Sistema Lagos Espot,Espot,10,9,0,33,30,2024,10
Ebro,*  Sistema Valle de Arán,Valartíes,22,8,0,172,64,2024,10
Ebro,*  Sobrón,Ebro,20,16,0,12,10,2024,10
Ebro,Sotonera,Sotón,189,180,-1,44,42,2024,10
Ebro,*  Terradets,Noguera-Pallaresa,33,32,0,19,19,2024,10
Ebro,Terroba,Leza,8,1,0,4,1,2024,10
Ebro,"Torcas, Las",Huerva,7,1,0,2,0,2024,10
Ebro,"Tranquera, La",Piedra,82,48,2,29,18,2024,10
Ebro,*  Tremp ó Talárn,Noguera-Pallaresa,227,120,6,213,110,2024,10
Ebro,*  Ullivarri,Zadorra,146,129,1,85,77,2024,10
Ebro,Urdalur,Alzama,6,6,0,4,4,2024,10
Ebro,*  Urdiceto,Urdiceto,5,2,0,13,5,2024,10
Ebro,*  Urrunaga,Sta.Engracia,72,50,-10,37,26,2024,10
Ebro,Vadiello,Guatizalema,16,11,2,3,2,2024,10
Ebro,"Val, El",Val,24,14,1,9,5,2024,10
Ebro,Valdepatao,Cinca,6,1,0,1,0,2024,10
Ebro,Yesa,Aragón,447,404,-6,152,141,2024,10
Cuencas Internas de Cataluña,Boadella,Muga,61,7,0,0,0,2024,10
Cuencas Internas de Cataluña,La Baells,Llobregat,109,21,0,0,0,2024,10
Cuencas Internas de Cataluña,La Llosa del Cavall,Cardener,80,13,0,0,0,2024,10
Cuencas Internas de Cataluña,Riudecanyes,Riudecanyes,5,0,0,0,0,2024,10
Cuencas Internas de Cataluña,Sant Pons,Cardener,24,6,0,0,0,2024,10
Cuencas Internas de Cataluña,Sau,Ter,165,3,1,0,0,2024,10
Cuencas Internas de Cataluña,Susqueda,Ter,233,49,0,0,0,2024,10
Cantabrico Oriental,Añarbe,Añarbe,38,33,0,0,0,2024,11
Cantabrico Oriental,Ibiur,Ibiur,8,8,0,0,0,2024,11
Cantabrico Oriental,Ordunte,Ordunte,22,22,0,0,0,2024,11
Cantabrico Oriental,San Antón,Endara,5,5,0,0,0,2024,11
Cantabrico Occidental,Alfilorios,Barrea,8,6,0,0,0,2024,11
Cantabrico Occidental,*  Alsa - Mediajo,Torina,22,20,1,27,16,2024,11
Cantabrico Occidental,*  Arbón,Navia,41,37,0,1,1,2024,11
Cantabrico Occidental,"*  Barca, La",Narcea,34,20,1,3,1,2024,11
Cantabrico Occidental,"*  Cohilla, La",Nansa,12,9,1,16,13,2024,11
Cantabrico Occidental,*  Doiras,Navia,97,78,-10,19,13,2024,11
Cantabrico Occidental,Rioseco,Nalón,4,3,0,0,0,2024,11
Cantabrico Occidental,*  Salime,Navia,238,227,-8,99,94,2024,11
Cantabrico Occidental,Tanes,Nalón,34,30,2,6,5,2024,11
Mino-Sil,*  Albarellos,Avia,91,43,-4,32,13,2024,11
Mino-Sil,*  Bao,Bibey,238,219,8,290,260,2024,11
Mino-Sil,Bárcena,Sil,341,272,3,333,247,2024,11
Mino-Sil,*  Belesar,Miño,655,602,-9,370,335,2024,11
Mino-Sil,"*  Campañana, La",Sil,14,12,0,8,6,2024,11
Mino-Sil,*  Castrelo,Miño,60,56,1,4,4,2024,11
Mino-Sil,*  Cenza,Cenza,40,35,2,112,95,2024,11
Mino-Sil,*  Chandrexa,Navea,61,59,1,101,97,2024,11
Mino-Sil,"*  Conchas, Las",Limia,80,70,-1,30,26,2024,11
Mino-Sil,*  Edrada-Mao,Mao,14,13,0,22,20,2024,11
Mino-Sil,*  Frieira,Miño,44,42,0,1,1,2024,11
Mino-Sil,*  Guístolas,Navea,5,4,0,4,3,2024,11
Mino-Sil,*  Matalavilla,Valseco,65,48,0,115,81,2024,11
Mino-Sil,*  Montefurado,Bibey-Sil,10,9,-1,4,4,2024,11
Mino-Sil,"*  Peares, Os",Miño,182,178,0,50,49,2024,11
Mino-Sil,*  Peñarrubia,Sil,13,12,0,5,5,2024,11
Mino-Sil,*  Pías (San Agustín),Bibey,10,8,0,19,14,2024,11
Mino-Sil,"*  Portas, Las",Camba,536,512,-8,906,852,2024,11
Mino-Sil,*  Prada,Jares,122,115,0,221,207,2024,11
Mino-Sil,"*  Rozas, Las",Sil,28,24,3,55,45,2024,11
Mino-Sil,*  Salas,Salas,87,58,-1,79,52,2024,11
Mino-Sil,*  San. Estevo,Sil,213,191,-7,77,67,2024,11
Mino-Sil,*  San Martiño,Sil,10,9,1,2,2,2024,11
Mino-Sil,*  San Pedro,Sil,6,5,0,1,0,2024,11
Mino-Sil,*  San Sebastián,Bibey,46,33,2,116,84,2024,11
Mino-Sil,*  Santa Eulalia,Jares,10,10,2,7,6,2024,11
Mino-Sil,*  Sequeiros,Sil,11,10,0,3,3,2024,11
Mino-Sil,*  Velle,Miño,17,15,1,1,1,2024,11
Mino-Sil,Vilasouto,Mao,21,18,-1,0,0,2024,11
Galicia Costa,*  Barrie de la Maza,Tambre,31,24,1,8,6,2024,11
